Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:700
43826639-9bed-41da-8e00-8f5411b38acd,,ICD 10 - WHO:O47.9,"O47.9 False labor, unspecified","False labor, unspecified",,Diagnosis,N/A,,,,
46761c3a-f6d7-454f-99b5-da749eaf6137,,ICD 10 - WHO:O48,O48 Prolonged pregnancy,Prolonged pregnancy,,Diagnosis,N/A,,,,
d5f640e3-9e48-4d19-ab9f-6dd0ae3e7eba,,ICD 10 - WHO:O60,O60 Preterm delivery,Preterm delivery,,Diagnosis,N/A,,,,
b9917829-bc9d-4726-a774-334c9e559709,,ICD 10 - WHO:O92.3,O92.3 Agalactia,Agalactia,,Diagnosis,N/A,,,,
d7aa34a1-6f63-4ffa-86fd-6d17b885bc9c,,ICD 10 - WHO:O92.4,O92.4 Hypogalactia,Hypogalactia,,Diagnosis,N/A,,,,
bb146af0-108b-4e53-a810-00294b57d30a,,ICD 10 - WHO:O92.5,O92.5 Suppressed lactation,Suppressed lactation,,Diagnosis,N/A,,,,
4c9f5bdd-5fe6-49f2-956f-82eb5ceb8780,,ICD 10 - WHO:O92.6,O92.6 Galactorrhea,Galactorrhea,,Diagnosis,N/A,,,,
18a5e940-b2fd-4582-bf61-6183e1440ad1,,ICD 10 - WHO:P07.1,P07.1 Other low birthweight,Other low birthweight,,Diagnosis,N/A,,,,
eb161a92-c231-4dab-9726-635820ed4792,,ICD 10 - WHO:P07.3,P07.3 Other preterm infants,Other preterm infants,,Diagnosis,N/A,,,,
1e459983-f856-45a6-aa29-4a971a894b39,,ICD 10 - WHO:P08.0,P08.0 Exceptionally large baby,Exceptionally large baby,,Diagnosis,N/A,,,,
1213be97-f144-4865-87b0-933fc5f67ba3,,ICD 10 - WHO:P15.9,"P15.9 Birth injury, unspecified","Birth injury, unspecified",,Diagnosis,N/A,,,,
c4fd4a8f-654b-4ea5-8d3b-af1d820c8af5,,ICD 10 - WHO:Q05,Q05 Spina bifida,Spina bifida,,Diagnosis,N/A,,,,
a538d733-ca32-49f9-9ece-802d6ac89c65,,ICD 10 - WHO:Q06.0,Q06.0 Amyelia,Amyelia,,Diagnosis,N/A,,,,
9789268f-0367-4928-b826-91b8f3702849,,ICD 10 - WHO:Q06.4,Q06.4 Hydromyelia,Hydromyelia,,Diagnosis,N/A,,,,
13ed7381-8e63-4dc1-8d31-f19ba59705ce,,ICD 10 - WHO:Q07.0,Q07.0 Arnold-Chiari syndrome,Arnold-Chiari syndrome,,Diagnosis,N/A,,,,
a33b1e6f-efb9-4bfa-8e6a-d22a9369d7d4,,ICD 10 - WHO:Q17.1,Q17.1 Macrotia,Macrotia,,Diagnosis,N/A,,,,
9c682cb1-51de-4e6c-b06c-18246e18bee9,,ICD 10 - WHO:Q17.2,Q17.2 Microtia,Microtia,,Diagnosis,N/A,,,,
79c180c1-30cd-4f72-a5bc-67969cea3d09,,ICD 10 - WHO:Q18.4,Q18.4 Macrostomia,Macrostomia,,Diagnosis,N/A,,,,
557e1c91-6b1b-487d-b224-87e531b5b5aa,,ICD 10 - WHO:Q18.5,Q18.5 Microstomia,Microstomia,,Diagnosis,N/A,,,,
9f1d9a37-7d94-4d15-817a-84954fdf577d,,ICD 10 - WHO:Q18.6,Q18.6 Macrocheilia,Macrocheilia,,Diagnosis,N/A,,,,
f2fe140d-ec09-49f0-bfe4-e5cd711a2078,,ICD 10 - WHO:Q18.7,Q18.7 Microcheilia,Microcheilia,,Diagnosis,N/A,,,,
3e647f34-c490-4db4-b50e-e0beb423e9c0,,ICD 10 - WHO:Q20.8,Q20.8 Other congenital malformations of cardiac chambers and connections,Other congenital malformations of cardiac chambers and connections,,Diagnosis,N/A,,,,
214595ab-67b2-4b32-a9e4-86fd4f6c6ba0,,ICD 10 - WHO:Q21.0,Q21.0 Ventricular septal defect,Ventricular septal defect,,Diagnosis,N/A,,,,
87c4921c-c202-427f-9a58-1a7781416293,,ICD 10 - WHO:Q21.1,Q21.1 Atrial septal defect,Atrial septal defect,,Diagnosis,N/A,,,,
9b87bf47-18c2-49a9-a597-ec4789310771,,ICD 10 - WHO:Q21.2,Q21.2 Atrioventricular septal defect,Atrioventricular septal defect,,Diagnosis,N/A,,,,
c6105ce6-4fd5-4e44-bd32-5d1cadd58559,,ICD 10 - WHO:Q21.3,Q21.3 Tetralogy of Fallot,Tetralogy of Fallot,,Diagnosis,N/A,,,,
5a6ce771-3080-454e-831c-c4e3bace0879,,ICD 10 - WHO:Q21.4,Q21.4 Aortopulmonary septal defect,Aortopulmonary septal defect,,Diagnosis,N/A,,,,
b4f5aa2f-f538-44f7-9953-18c948cba873,,ICD 10 - WHO:Q21.9,"Q21.9 Congenital malformation of cardiac septum, unspecified","Congenital malformation of cardiac septum, unspecified",,Diagnosis,N/A,,,,
e21abf05-7c35-45c2-8cca-75c9ab0b5684,,ICD 10 - WHO:Q25.1,Q25.1 Coarctation of aorta,Coarctation of aorta,,Diagnosis,N/A,,,,
ddf30b1e-8889-4841-8ae6-6a2698078c80,,ICD 10 - WHO:Q31.3,Q31.3 Laryngocele,Laryngocele,,Diagnosis,N/A,,,,
1f406bb1-0249-484f-84fe-09ad772462cf,,ICD 10 - WHO:Q35,Q35 Cleft palate,Cleft palate,,Diagnosis,N/A,,,,
fd850c8b-c9b6-4e71-ae8b-568432e6a8e3,,ICD 10 - WHO:Q36,Q36 Cleft lip,Cleft lip,,Diagnosis,N/A,,,,
f2570118-9575-494e-a86e-01ba089da9af,,ICD 10 - WHO:Q38.1,Q38.1 Ankyloglossia,Ankyloglossia,,Diagnosis,N/A,,,,
ed0b10bf-318e-456b-9a55-f8e961426d73,,ICD 10 - WHO:Q38.2,Q38.2 Macroglossia,Macroglossia,,Diagnosis,N/A,,,,
1972aa3c-7426-4a21-ade3-9009db008115,,ICD 10 - WHO:Q38.7,Q38.7 Pharyngeal pouch,Pharyngeal pouch,,Diagnosis,N/A,,,,
e6158c04-281e-44a1-85ed-ae00f2e08681,,ICD 10 - WHO:Q43.0,Q43.0 Meckel's diverticulum,Meckel's diverticulum,,Diagnosis,N/A,,,,
64ee6aae-17db-475a-babd-eb3a2f9bb7d1,,ICD 10 - WHO:Q43.1,Q43.1 Hirschsprung's disease,Hirschsprung's disease,,Diagnosis,N/A,,,,
30457460-92ed-4000-9e29-207de7185b8f,,ICD 10 - WHO:Q44.4,Q44.4 Choledochal cyst,Choledochal cyst,,Diagnosis,N/A,,,,
82a9999d-923b-4b01-bc28-06c163b057a7,,ICD 10 - WHO:Q53.1,"Q53.1 Undescended testicle, unilateral","Undescended testicle, unilateral",,Diagnosis,N/A,,,,
e1feb436-e7cb-4fef-888e-959fb4b22ab5,,ICD 10 - WHO:Q53.2,"Q53.2 Undescended testicle, bilateral","Undescended testicle, bilateral",,Diagnosis,N/A,,,,
8157fd35-42c9-4945-964b-12b90cd6528e,,ICD 10 - WHO:Q54,Q54 Hypospadias,Hypospadias,,Diagnosis,N/A,,,,
02627863-c18e-4c38-82a6-c6aa8d1b9f56,,ICD 10 - WHO:Q60.6,Q60.6 Potter's syndrome,Potter's syndrome,,Diagnosis,N/A,,,,
588b9052-365a-450c-8ff4-e442d65a574e,,ICD 10 - WHO:Q61,Q61 Cystic kidney disease,Cystic kidney disease,,Diagnosis,N/A,,,,
533e484f-66d1-461a-b0b5-3285c7682a6f,,ICD 10 - WHO:Q64.0,Q64.0 Epispadias,Epispadias,,Diagnosis,N/A,,,,
e63826e6-d3b0-4d7a-8a00-8682cf16a1e0,,ICD 10 - WHO:Q65,Q65 Congenital deformities of hip,Congenital deformities of hip,,Diagnosis,N/A,,,,
654d09f3-a115-4aa6-8a66-c7a08bf18870,,ICD 10 - WHO:Q69,Q69 Polydactyly,Polydactyly,,Diagnosis,N/A,,,,
8f4e2e46-1ecd-4399-ae64-0f5fbdcd7647,,ICD 10 - WHO:Q69.0,Q69.0 Accessory finger(s),Accessory finger(s),,Diagnosis,N/A,,,,
5f8cc5e7-d756-445c-aff6-fafe9daff5ed,,ICD 10 - WHO:Q69.1,Q69.1 Accessory thumb(s),Accessory thumb(s),,Diagnosis,N/A,,,,
a7bdf207-35d7-42a7-9f54-09b22ec6730b,,ICD 10 - WHO:Q69.2,Q69.2 Accessory toe(s),Accessory toe(s),,Diagnosis,N/A,,,,
808945af-2e25-41eb-b98b-f00bbe805fb8,,ICD 10 - WHO:Q70.0,Q70.0 Fused fingers,Fused fingers,,Diagnosis,N/A,,,,
5aee5873-0810-4c0a-b94e-f4f4a3407751,,ICD 10 - WHO:Q70.1,Q70.1 Webbed fingers,Webbed fingers,,Diagnosis,N/A,,,,
a515f902-7ffe-4af1-9792-f3b5fd1c07ec,,ICD 10 - WHO:Q70.2,Q70.2 Fused toes,Fused toes,,Diagnosis,N/A,,,,
42e12555-d805-452a-a511-0c62d38f8636,,ICD 10 - WHO:Q70.3,Q70.3 Webbed toes,Webbed toes,,Diagnosis,N/A,,,,
7726d981-dd2b-4371-a4be-5462cb54217a,,ICD 10 - WHO:Q72.7,Q72.7 Split foot,Split foot,,Diagnosis,N/A,,,,
210923cd-a0fd-44a3-8da4-369326ba4aab,,ICD 10 - WHO:Q83.2,Q83.2 Absent nipple,Absent nipple,,Diagnosis,N/A,,,,
add08b3f-1317-4948-9408-22ba71c71920,,ICD 10 - WHO:Q83.3,Q83.3 Accessory nipple,Accessory nipple,,Diagnosis,N/A,,,,
c8aaf7ba-3d67-446a-a486-fcc2aa7a89cb,,ICD 10 - WHO:Q86.0,Q86.0 Fetal alcohol syndrome (dysmorphic),Fetal alcohol syndrome (dysmorphic),,Diagnosis,N/A,,,,
308d03e5-6b19-43dd-8697-b0e8edb9d1c2,,ICD 10 - WHO:Q87.4,Q87.4 Marfan's syndrome,Marfan's syndrome,,Diagnosis,N/A,,,,
d99d2a2f-aac2-44f5-af6c-d3784a5e24b1,,ICD 10 - WHO:Q90,Q90 Down's syndrome,Down's syndrome,,Diagnosis,N/A,,,,
f3f8bc96-4cac-4109-8eca-f3d970d113fc,,ICD 10 - WHO:Q91.3,"Q91.3 Edwards' syndrome, unspecified","Edwards' syndrome, unspecified",,Diagnosis,N/A,,,,
1b2baf6d-2dff-4322-b0c5-c9df49369b18,,ICD 10 - WHO:Q91.4,"Q91.4 Trisomy 13, meiotic nondisjunction","Trisomy 13, meiotic nondisjunction",,Diagnosis,N/A,,,,
bda78ff7-a41e-4a08-9a89-f3f898adc71a,,ICD 10 - WHO:Q91.5,"Q91.5 Trisomy 13, mosaicism (mitotic nondisjunction)","Trisomy 13, mosaicism (mitotic nondisjunction)",,Diagnosis,N/A,,,,
5c4a0872-de39-43a7-91de-913863b3a111,,ICD 10 - WHO:Q91.6,"Q91.6 Trisomy 13, translocation","Trisomy 13, translocation",,Diagnosis,N/A,,,,
e548f04e-cf80-4bbe-ad84-acac0d4ad449,,ICD 10 - WHO:Q91.7,"Q91.7 Patau's syndrome, unspecified","Patau's syndrome, unspecified",,Diagnosis,N/A,,,,
2b1a26f4-f3e4-480f-ae43-d32215ecfb04,,ICD 10 - WHO:Q96,Q96 Turner's syndrome,Turner's syndrome,,Diagnosis,N/A,,,,
78336c64-ff1a-417d-8a31-10ec73b9811b,,ICD 10 - WHO:Q98.4,"Q98.4 Klinefelter's syndrome, unspecified","Klinefelter's syndrome, unspecified",,Diagnosis,N/A,,,,
b79e449e-18bc-4511-a9ec-b6126db63c77,,ICD 10 - WHO:R00,R00 Abnormalities of heart beat,Abnormalities of heart beat,,Diagnosis,N/A,,,,
2646e2b9-faed-4589-ac37-36a812f0d19e,,ICD 10 - WHO:R00.0,"R00.0 Tachycardia, unspecified","Tachycardia, unspecified",,Diagnosis,N/A,,,,
9fb48471-4fd5-445c-937c-346a6c7ee445,,ICD 10 - WHO:R00.1,"R00.1 Bradycardia, unspecified","Bradycardia, unspecified",,Diagnosis,N/A,,,,
ecb9ee28-5f9a-4027-8650-84bf0c70b465,,ICD 10 - WHO:R00.2,R00.2 Palpitations,Palpitations,,Diagnosis,N/A,,,,
c2ea0c5b-3796-44da-a3b4-a95f6a67d36d,,ICD 10 - WHO:R01.1,"R01.1 Cardiac murmur, unspecified","Cardiac murmur, unspecified",,Diagnosis,N/A,,,,
0b5c679b-1ae0-4f11-b04e-325f5e1163ce,,ICD 10 - WHO:R01.2,R01.2 Other cardiac sounds,Other cardiac sounds,,Diagnosis,N/A,,,,
348cd1f2-e57e-472f-b167-62a832c0dcb7,,ICD 10 - WHO:R04.0,R04.0 Epistaxis,Epistaxis,,Diagnosis,N/A,,,,
ae86fb79-d489-47a5-a9ba-211c9b46573b,,ICD 10 - WHO:R04.2,R04.2 Hemoptysis,Hemoptysis,,Diagnosis,N/A,,,,
a9d58f94-4b70-4d76-8894-92f158cf51cf,,ICD 10 - WHO:R05,R05 Cough,Cough,,Diagnosis,N/A,,,,
9bf2277d-5b01-47b7-9b8b-27feb5d81b7a,,ICD 10 - WHO:R06,R06 Abnormalities of breathing,Abnormalities of breathing,,Diagnosis,N/A,,,,
3f4f8fae-9970-4600-bc95-8bc934813ea5,,ICD 10 - WHO:R06.0,R06.0 Dyspnea,Dyspnea,,Diagnosis,N/A,,,,
83e0aa39-fce0-4fca-97f6-ce6e977f8249,,ICD 10 - WHO:R06.1,R06.1 Stridor,Stridor,,Diagnosis,N/A,,,,
50cd92b0-c658-4726-9c51-845bbd3c6fff,,ICD 10 - WHO:R06.2,R06.2 Wheezing,Wheezing,,Diagnosis,N/A,,,,
aa39b912-0950-48b6-84a9-090645553424,,ICD 10 - WHO:R06.3,R06.3 Periodic breathing,Periodic breathing,,Diagnosis,N/A,,,,
51ddfcc2-b85e-4f97-8253-45f2451f87b5,,ICD 10 - WHO:R06.4,R06.4 Hyperventilation,Hyperventilation,,Diagnosis,N/A,,,,
9cf8d7c3-b383-41e7-8b4d-e23eb304c3ab,,ICD 10 - WHO:R06.5,R06.5 Mouth breathing,Mouth breathing,,Diagnosis,N/A,,,,
788027c1-8dd7-47b3-bcfd-52b9044887ef,,ICD 10 - WHO:R06.6,R06.6 Hiccough,Hiccough,,Diagnosis,N/A,,,,
afbffa5f-a6b1-4669-aeef-225628afd212,,ICD 10 - WHO:R07.0,R07.0 Pain in throat,Pain in throat,,Diagnosis,N/A,,,,
93c19185-ef40-44b3-8774-6b72ef561c37,,ICD 10 - WHO:R07.1,R07.1 Chest pain on breathing,Chest pain on breathing,,Diagnosis,N/A,,,,
702d4c97-3021-4770-a257-184ef6ba760c,,ICD 10 - WHO:R07.4,"R07.4 Chest pain, unspecified","Chest pain, unspecified",,Diagnosis,N/A,,,,
b6158894-efc7-4285-90fb-4ee0a52c8b7f,,ICD 10 - WHO:R10.4,R10.4 Other and unspecified abdominal pain,Other and unspecified abdominal pain,,Diagnosis,N/A,,,,
a3ba5ce4-9acf-47d6-8b6d-61b288669cfd,,ICD 10 - WHO:R11,R11 Nausea and vomiting,Nausea and vomiting,,Diagnosis,N/A,,,,
ed768d31-89b0-4f5e-b1f6-f9f2be523cf7,,ICD 10 - WHO:R12,R12 Heartburn,Heartburn,,Diagnosis,N/A,,,,
27c773cf-51aa-48a5-9e30-86583b6cc28c,,ICD 10 - WHO:R13,R13 Dysphagia,Dysphagia,,Diagnosis,N/A,,,,
360af8c9-e06a-4c9e-9b31-4bcda839762d,,ICD 10 - WHO:R14,R14 Flatulence and related conditions,Flatulence and related conditions,,Diagnosis,N/A,,,,
41ecb1dc-008f-4ff1-a357-82eecf11bd4e,,ICD 10 - WHO:R15,R15 Fecal incontinence,Fecal incontinence,,Diagnosis,N/A,,,,
c4ba843f-9a3d-4443-8a0c-e11506510e94,,ICD 10 - WHO:R17,R17 Unspecified jaundice,Unspecified jaundice,,Diagnosis,N/A,,,,
f95d0487-4457-4409-b587-a5450f8e64be,,ICD 10 - WHO:R18,R18 Ascites,Ascites,,Diagnosis,N/A,,,,
f98c0600-4c58-45a8-a1af-b242558b1b08,,ICD 10 - WHO:R19.6,R19.6 Halitosis,Halitosis,,Diagnosis,N/A,,,,
4c25182c-6224-4ba9-8c27-42b3fccfbfd6,,ICD 10 - WHO:R22.9,"R22.9 Localized swelling, mass, and lump, unspecified","Localized swelling, mass, and lump, unspecified",,Diagnosis,N/A,,,,
cc4713e8-57b1-4b22-a0d7-ce65c54aba0e,,ICD 10 - WHO:R23,R23 Other skin changes,Other skin changes,,Diagnosis,N/A,,,,
a2257c3c-c030-4ce5-885f-371fd98d97bb,,ICD 10 - WHO:R23.0,R23.0 Cyanosis,Cyanosis,,Diagnosis,N/A,,,,
544b37f1-0949-4299-ae34-06fec56306cd,,ICD 10 - WHO:R23.1,R23.1 Pallor,Pallor,,Diagnosis,N/A,,,,
f858d1d3-d628-41ac-ad84-428108952d45,,ICD 10 - WHO:R23.2,R23.2 Flushing,Flushing,,Diagnosis,N/A,,,,
9f4d92a8-cf79-4ab8-9e1a-ea8be6c44322,,ICD 10 - WHO:R25.1,"R25.1 Tremor, unspecified","Tremor, unspecified",,Diagnosis,N/A,,,,
d69371ac-cabb-4532-ad6e-80316c9b459b,,ICD 10 - WHO:R25.2,R25.2 Cramp and spasm,Cramp and spasm,,Diagnosis,N/A,,,,
b531718c-2296-41e5-ae37-6bd9c4e77d1a,,ICD 10 - WHO:R26.2,"R26.2 Difficulty in walking, not elsewhere classified","Difficulty in walking, not elsewhere classified",,Diagnosis,N/A,,,,
fd169e6a-1ee5-4d81-90b2-18fca28de2f7,,ICD 10 - WHO:R26.3,R26.3 Immobility,Immobility,,Diagnosis,N/A,,,,
22ba35bf-dce9-4c4a-a705-33dc3c3620d4,,ICD 10 - WHO:R27.0,"R27.0 Ataxia, unspecified","Ataxia, unspecified",,Diagnosis,N/A,,,,
9618e318-1178-453f-a4a9-e6cd212a88c6,,ICD 10 - WHO:R29.0,R29.0 Tetany,Tetany,,Diagnosis,N/A,,,,
5a0bf68f-a84b-4cce-b65c-e86118aa8909,,ICD 10 - WHO:R30.0,R30.0 Dysuria,Dysuria,,Diagnosis,N/A,,,,
226382fb-eade-472a-ac53-c714a189242f,,ICD 10 - WHO:R31,R31 Unspecified hematuria,Unspecified hematuria,,Diagnosis,N/A,,,,
ce1892ae-7302-4c06-957f-cb8304e771d8,,ICD 10 - WHO:R32,R32 Unspecified urinary incontinence,Unspecified urinary incontinence,,Diagnosis,N/A,,,,
1f1356a5-0892-4977-ad1a-5b2a7c59b3c2,,ICD 10 - WHO:R33,R33 Retention of urine,Retention of urine,,Diagnosis,N/A,,,,
b22ed295-8005-4b1e-b398-9ad9db26b056,,ICD 10 - WHO:R34,R34 Anuria and oliguria,Anuria and oliguria,,Diagnosis,N/A,,,,
dded94af-0a48-4734-abd7-cb98c262cbda,,ICD 10 - WHO:R35,R35 Polyuria,Polyuria,,Diagnosis,N/A,,,,
99533743-7656-4b67-a478-7913d9fb32b4,,ICD 10 - WHO:R40.0,R40.0 Somnolence,Somnolence,,Diagnosis,N/A,,,,
0289a761-1d07-4e3d-ae88-75a22f81cdac,,ICD 10 - WHO:R40.1,R40.1 Stupor,Stupor,,Diagnosis,N/A,,,,
9bc74515-45d2-4e07-b0de-951be9cdf11a,,ICD 10 - WHO:R41.0,"R41.0 Disorientation, unspecified","Disorientation, unspecified",,Diagnosis,N/A,,,,
210754e3-8067-41e3-81e6-5e3416e659d5,,ICD 10 - WHO:R42,R42 Dizziness and giddiness,Dizziness and giddiness,,Diagnosis,N/A,,,,
a4735195-b3ed-4e39-a1fc-b3415f145c80,,ICD 10 - WHO:R43,R43 Disturbances of smell and taste,Disturbances of smell and taste,,Diagnosis,N/A,,,,
e1424a0e-1288-478a-9856-0b3f369f9033,,ICD 10 - WHO:R43.0,R43.0 Anosmia,Anosmia,,Diagnosis,N/A,,,,
e1682129-639a-46fb-b31b-c36fd5f2dc90,,ICD 10 - WHO:R43.1,R43.1 Parosmia,Parosmia,,Diagnosis,N/A,,,,
73f98c3e-7da3-4e3f-801c-78d63c7a3a0b,,ICD 10 - WHO:R43.2,R43.2 Parageusia,Parageusia,,Diagnosis,N/A,,,,
d6df34c5-3e8d-4510-8ab2-d687f3d6f969,,ICD 10 - WHO:R44.3,"R44.3 Hallucinations, unspecified","Hallucinations, unspecified",,Diagnosis,N/A,,,,
b239db50-d787-412a-8d6b-a00c3a8d500c,,ICD 10 - WHO:R45.0,R45.0 Nervousness,Nervousness,,Diagnosis,N/A,,,,
08310b3c-6714-422f-a91d-70dfaede4eab,,ICD 10 - WHO:R45.1,R45.1 Restlessness and agitation,Restlessness and agitation,,Diagnosis,N/A,,,,
c704ed83-0102-4ff8-8512-7d92a6ef8943,,ICD 10 - WHO:R45.2,R45.2 Unhappiness,Unhappiness,,Diagnosis,N/A,,,,
5e7296c7-a1bc-449f-a46a-8d3db0376196,,ICD 10 - WHO:R45.4,R45.4 Irritability and anger,Irritability and anger,,Diagnosis,N/A,,,,
c7acf7e3-25f2-4573-899d-1d9cd3993f32,,ICD 10 - WHO:R45.5,R45.5 Hostility,Hostility,,Diagnosis,N/A,,,,
d8af1459-0e1a-480f-99dc-39e9d0c767fe,,ICD 10 - WHO:R45.6,R45.6 Physical violence,Physical violence,,Diagnosis,N/A,,,,
8a056191-a7f0-43ca-82c0-e78a8b64e62c,,ICD 10 - WHO:R48.0,R48.0 Dyslexia and alexia,Dyslexia and alexia,,Diagnosis,N/A,,,,
6612f3e0-4004-4c35-ab3e-06ec092b2b9f,,ICD 10 - WHO:R48.1,R48.1 Agnosia,Agnosia,,Diagnosis,N/A,,,,
84a7eb69-be52-4863-aac5-e48c3ea0d24c,,ICD 10 - WHO:R48.2,R48.2 Apraxia,Apraxia,,Diagnosis,N/A,,,,
7b262fe7-b940-4de6-adc4-f8c3f0af340b,,ICD 10 - WHO:R50,R50 Fever of unknown origin,Fever of unknown origin,,Diagnosis,N/A,,,,
621ac0c6-d34f-465a-a855-84af1ca33266,,ICD 10 - WHO:R50.9,"R50.9 Fever, unspecified","Fever, unspecified",,Diagnosis,N/A,,,,
df739dd1-724b-45e2-b7a4-99416c61b749,,ICD 10 - WHO:R51,R51 Headache,Headache,,Diagnosis,N/A,,,,
a16652c3-0e9c-41d9-a838-682528e1c193,,ICD 10 - WHO:R52,"R52 Pain, not elsewhere classified","Pain, not elsewhere classified",,Diagnosis,N/A,,,,
6805b110-f677-4c33-89c0-616c5942097c,,ICD 10 - WHO:R52.0,R52.0 Acute pain,Acute pain,,Diagnosis,N/A,,,,
ef926893-2800-452f-b95a-260eeb6b6b36,,ICD 10 - WHO:R52.2,R52.2 Other chronic pain,Other chronic pain,,Diagnosis,N/A,,,,
05c4ec6d-05a9-43ea-ba44-ab4d31da1dc2,,ICD 10 - WHO:R52.9,"R52.9 Pain, unspecified","Pain, unspecified",,Diagnosis,N/A,,,,
a5a6bcc0-9bc3-4a93-beac-15f90dd362ac,,ICD 10 - WHO:R55,R55 Syncope and collapse,Syncope and collapse,,Diagnosis,N/A,,,,
6f7800a9-08f3-43f5-a6cd-1190b50afb1a,,ICD 10 - WHO:R56,"R56 Convulsions, not elsewhere classified","Convulsions, not elsewhere classified",,Diagnosis,N/A,,,,
2869ec44-2b2d-4573-861d-a1441836c7ab,,ICD 10 - WHO:R56.0,R56.0 Febrile convulsions,Febrile convulsions,,Diagnosis,N/A,,,,
9584c9e8-0da3-48ea-beec-b833005ddda8,,ICD 10 - WHO:R58,"R58 Hemorrhage, not elsewhere classified","Hemorrhage, not elsewhere classified",,Diagnosis,N/A,,,,
87a45cc9-f81b-457d-a605-77c7f6551e80,,ICD 10 - WHO:R59,R59 Enlarged lymph nodes,Enlarged lymph nodes,,Diagnosis,N/A,,,,
8fe8d2f0-6702-411a-9e0c-dcc6d4c2cae8,,ICD 10 - WHO:R60,"R60 Edema, not elsewhere classified","Edema, not elsewhere classified",,Diagnosis,N/A,,,,
3389b11e-f557-4215-a6c8-e167a72470b7,,ICD 10 - WHO:R60.0,R60.0 Localized edema,Localized edema,,Diagnosis,N/A,,,,
06810b07-1fc5-4a44-b684-cf663d95c4b2,,ICD 10 - WHO:R60.1,R60.1 Generalized edema,Generalized edema,,Diagnosis,N/A,,,,
a4d98120-8c9b-49cc-81d7-7f51388f63be,,ICD 10 - WHO:R63.0,R63.0 Anorexia,Anorexia,,Diagnosis,N/A,,,,
b243d0c0-fb83-4685-ab15-9c143c4971a9,,ICD 10 - WHO:R63.1,R63.1 Polydipsia,Polydipsia,,Diagnosis,N/A,,,,
76a369db-cb50-4e0a-83aa-619d27fe5eed,,ICD 10 - WHO:R63.2,R63.2 Polyphagia,Polyphagia,,Diagnosis,N/A,,,,
c0be4035-af61-40f1-852e-f9d30ae56a58,,ICD 10 - WHO:R63.4,R63.4 Abnormal weight loss,Abnormal weight loss,,Diagnosis,N/A,,,,
7d67e46f-b21f-40dc-a663-31932078c7d3,,ICD 10 - WHO:R63.5,R63.5 Abnormal weight gain,Abnormal weight gain,,Diagnosis,N/A,,,,
966f76ad-1672-47ed-81a2-d8e8127be2b7,,ICD 10 - WHO:R64,R64 Cachexia,Cachexia,,Diagnosis,N/A,,,,
7c6fb0f6-e10b-4a10-9e5f-f7bd6c12714f,,ICD 10 - WHO:R68.0,"R68.0 Hypothermia, not associated with low environmental temperature","Hypothermia, not associated with low environmental temperature",,Diagnosis,N/A,,,,
298f39bb-0a36-4010-a3e2-446e3acc5a0f,,ICD 10 - WHO:R68.2,"R68.2 Dry mouth, unspecified","Dry mouth, unspecified",,Diagnosis,N/A,,,,
bb018a47-d66a-4b6e-a48a-3e73c581e026,,ICD 10 - WHO:R68.3,R68.3 Clubbing of fingers,Clubbing of fingers,,Diagnosis,N/A,,,,
dbadccc8-16ac-44ef-b85f-0387d035c3b3,,ICD 10 - WHO:R73.9,"R73.9 Hyperglycemia, unspecified","Hyperglycemia, unspecified",,Diagnosis,N/A,,,,
49c68b4e-aa42-4867-a9db-a56ee7f78520,,ICD 10 - WHO:R80,R80 Isolated proteinuria,Isolated proteinuria,,Diagnosis,N/A,,,,
d294aa40-4820-437a-a23b-414e629f08be,,ICD 10 - WHO:R81,R81 Glycosuria,Glycosuria,,Diagnosis,N/A,,,,
0ba796d4-9db1-4752-8c06-6827d388ce2a,,ICD 10 - WHO:R82,R82 Other abnormal findings in urine,Other abnormal findings in urine,,Diagnosis,N/A,,,,
3eb849b5-0ef1-45e7-9e44-383025a6d8d3,,ICD 10 - WHO:R82.0,R82.0 Chyluria,Chyluria,,Diagnosis,N/A,,,,
275729c4-d948-472b-b410-dc114f83942b,,ICD 10 - WHO:R82.1,R82.1 Myoglobinuria,Myoglobinuria,,Diagnosis,N/A,,,,
fda2fcf7-76eb-4e95-b2df-0afb57de82d7,,ICD 10 - WHO:R82.2,R82.2 Biliuria,Biliuria,,Diagnosis,N/A,,,,
04239192-9403-4f8f-8e6a-95b1ffbd1671,,ICD 10 - WHO:R82.3,R82.3 Hemoglobinuria,Hemoglobinuria,,Diagnosis,N/A,,,,
3a078656-eef8-4748-adb6-35556f1262a9,,ICD 10 - WHO:R82.4,R82.4 Acetonuria,Acetonuria,,Diagnosis,N/A,,,,
752432e6-5263-4c5c-92cd-a35586a9c778,,ICD 10 - WHO:S06.0,S06.0 Concussion,Concussion,,Diagnosis,N/A,,,,
af1f27da-1afa-4955-9d94-3a0f0b98b700,,ICD 10 - WHO:S63.5,S63.5 Sprain and strain of wrist,Sprain and strain of wrist,,Diagnosis,N/A,,,,
793bbcf8-8ca2-4fc4-b34d-f25902c62b87,,ICD 10 - WHO:S93.4,S93.4 Sprain and strain of ankle,Sprain and strain of ankle,,Diagnosis,N/A,,,,
